,GCA_000157875.1_ASM15787v1_genomic,GCA_000158995.1_ASM15899v1_genomic,GCA_000163135.1_ASM16313v1_genomic,GCA_000370925.1_Bruc_sp_56_94_V1_genomic,GCA_000370945.1_Bruc_sp_63_311_V1_genomic,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic,GCA_000691585.1_ASM69158v1_genomic,GCA_000740135.1_ASM74013v1_genomic,GCA_000740155.1_ASM74015v1_genomic,GCA_000740235.1_ASM74023v1_genomic,GCA_000740275.1_ASM74027v1_genomic,GCA_001307475.2_ASM130747v2_genomic,GCA_001715385.1_ASM171538v1_genomic,GCA_001742815.1_ASM174281v1_genomic,GCA_001971625.1_ASM197162v1_genomic,GCA_001971805.1_ASM197180v1_genomic,GCA_009601725.1_ASM960172v1_genomic,GCA_014084005.1_ASM1408400v1_genomic,GCA_014495905.1_ASM1449590v1_genomic,GCA_015832115.1_ASM1583211v1_genomic,GCA_900000005.1_BVF60_genomic,GCA_900092405.1_10RB9215v1_genomic,GCA_900095155.1_BR141012304v1_genomic
GCA_000157875.1_ASM15787v1_genomic,1.0,0.4612985798530211,0.460701788257466,0.4451132078665775,0.4659413994073681,0.44847260002868916,0.4188809320909298,0.4644398787343635,0.4164012485574342,0.45156140972346653,0.4583252484464873,0.4689577408331534,0.4673119574990352,0.4566507939299881,0.4606344535139512,0.4672421288824611,0.4282116673222545,0.46012516109237533,0.4567805591266226,0.466990327505632,0.5039236514280216,0.5284727198980972,0.47429245897920186,0.48782383688319386,0.4660502043096392,0.51896926273736,0.3643962001656288,0.48878831646051524,0.4805381503741471
GCA_000158995.1_ASM15899v1_genomic,0.4612985798530211,1.0,0.8969791388775867,0.8921281437726367,0.9337352367458179,0.9189681374496799,0.8461205049306227,0.9334932667756686,0.8493792971913305,0.9253518034287648,0.9382489660826491,0.9314111949808843,0.928240509604691,0.8968056099887758,0.9019408499324499,0.9170351566674937,0.8557754469633986,0.9102667561129593,0.8970204991352622,0.3803495957553314,0.4124420122476737,0.4477237322572477,0.3845194241116365,0.3978372145787911,0.38518679036164344,0.41715935079678623,0.3185480185068459,0.41264899762646556,0.3995415662789491
GCA_000163135.1_ASM16313v1_genomic,0.460701788257466,0.8969791388775867,1.0,0.9130887867017901,0.9158106655075445,0.9066428193727148,0.8775870345983751,0.9155688345202857,0.8891186439397875,0.9094544973955269,0.9054136188349239,0.9165982169122591,0.9168148925679317,0.886681209005666,0.8868989066045568,0.9219667076021215,0.8812155371190128,0.9013378665095397,0.8861987999505172,0.3807738060573354,0.4111470989340664,0.46865113243823037,0.38314821683988914,0.39700284518901297,0.3972935604846462,0.4150476948202635,0.35985996316736846,0.41342955302162576,0.40116503330047165
GCA_000370925.1_Bruc_sp_56_94_V1_genomic,0.4451132078665775,0.8921281437726367,0.9130887867017901,1.0,0.9073701287469721,0.9449349545184648,0.9602958002205833,0.9538626816996669,0.9688586494094114,0.943247173796259,0.9475412089525087,0.9064107151396747,0.9100813390212555,0.8930086059081797,0.8904649103172183,0.9403888850636268,0.9732487089677578,0.910397893490977,0.8929421507856329,0.3756985414190207,0.40284909195082613,0.4842333034812151,0.37200478635898093,0.388250920678867,0.41483077399899654,0.405458148931313,0.3834958836971191,0.40359796507480433,0.392783107930627
GCA_000370945.1_Bruc_sp_63_311_V1_genomic,0.4659413994073681,0.9337352367458179,0.9158106655075445,0.9073701287469721,1.0,0.9186583344006026,0.8776593073429583,0.9463653685519574,0.866105421495912,0.9230011458432744,0.9419948777618723,0.9407112375040089,0.9407687572288658,0.9256215717455063,0.926260302050163,0.9497510873599243,0.8841076962400354,0.9355175264101268,0.9260122144903139,0.3875645689433994,0.4178523686840642,0.4670608286013205,0.3902878416244089,0.4043956817879009,0.40109350950678546,0.4222522144499193,0.3443060240403837,0.42133466219182025,0.40558193251398966
GCA_000370965.1_Bruc_sp_F23_97_V1_genomic,0.44847260002868916,0.9189681374496799,0.9066428193727148,0.9449349545184648,0.9186583344006026,1.0,0.9171553070146716,0.9611330102577946,0.9472663957955805,0.9966451186234648,0.9570810409081519,0.915954292387156,0.9159126852009712,0.8885839956702117,0.8893287528185921,0.9182668293831076,0.9107908158723479,0.9035202567463183,0.8882396033029529,0.37286186916123665,0.40193642553449704,0.4573162911793718,0.3758167732832899,0.3879006991394984,0.3997343570975852,0.40731661165187744,0.34357260034007264,0.4028445731455264,0.390578576287071
GCA_000370985.1_Bruc_sp_F5_06_V1_genomic,0.4188809320909298,0.8461205049306227,0.8775870345983751,0.9602958002205833,0.8776593073429583,0.9171553070146716,1.0,0.916557388422227,0.9580315179199422,0.9112673575954557,0.9136123021565857,0.8668295407383416,0.8715553812003947,0.8559388900575456,0.8530796013063422,0.9079842760186667,0.9652820701856033,0.8741083426811251,0.8562366290539789,0.35545075122033565,0.38086416247437305,0.4692951657330569,0.3523250770969451,0.3665372612846701,0.4075534822025085,0.3823953492217895,0.37609478620673137,0.38236648725842937,0.372118838176899
GCA_000371005.1_Bruc_sp_F8_99_V1_genomic,0.4644398787343635,0.9334932667756686,0.9155688345202857,0.9538626816996669,0.9463653685519574,0.9611330102577946,0.916557388422227,1.0,0.9099851640802017,0.9636124203846613,0.9881102641707425,0.9348276534451002,0.9337035015670709,0.9263302648138002,0.9278441310226798,0.9524688618730779,0.9376076124638958,0.940501767990479,0.9257615605330193,0.38675888926520313,0.4164890766827973,0.46717464714367435,0.38703148507632446,0.40143288659733967,0.404447505053075,0.4217690959264673,0.3476936227905381,0.4191665441507489,0.40459330927927495
GCA_000371025.1_Bruc_sp_F96_2_V1_genomic,0.4164012485574342,0.8493792971913305,0.8891186439397875,0.9688586494094114,0.866105421495912,0.9472663957955805,0.9580315179199422,0.9099851640802017,1.0,0.9418917553234268,0.9072523545847233,0.8617491492150331,0.8670168944812824,0.8415276953716916,0.837092723945557,0.8963266580375199,0.9569004228673639,0.8594933341300095,0.8419030195053754,0.3526705938164301,0.37775077236310894,0.46310274042100535,0.3495146547169031,0.3646706954476162,0.40404958134885405,0.38018040355133964,0.3831712011919458,0.3776914560500049,0.3689568237272618
GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic,0.45156140972346653,0.9253518034287648,0.9094544973955269,0.943247173796259,0.9230011458432744,0.9966451186234648,0.9112673575954557,0.9636124203846613,0.9418917553234268,1.0,0.9590601688523736,0.9208323940252037,0.9196409847605003,0.8918171430034695,0.8930882695674426,0.9208513288360982,0.9046642763145876,0.9068667482964555,0.8913145719582956,0.37463367088816274,0.4046512821523373,0.4558052318058264,0.3779592084488144,0.38987006781388805,0.396078265562578,0.40998026369160945,0.34010215671508176,0.40537664470648865,0.3924684205757915
GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic,0.4583252484464873,0.9382489660826491,0.9054136188349239,0.9475412089525087,0.9419948777618723,0.9570810409081519,0.9136123021565857,0.9881102641707425,0.9072523545847233,0.9590601688523736,1.0,0.9227073534452624,0.9213446453132154,0.9133612507932342,0.9153564486907384,0.9403646192685715,0.9292084332389422,0.9282136396067915,0.9130036783149283,0.38193938331060295,0.41115681742144894,0.46275437296611543,0.381969648075674,0.3965711203526474,0.40780134292178133,0.4162005287462298,0.34216591580161176,0.41373693755374163,0.3991236164879435
