,GCA_000157875.1_ASM15787v1_genomic,GCA_000158995.1_ASM15899v1_genomic,GCA_000163135.1_ASM16313v1_genomic,GCA_000370925.1_Bruc_sp_56_94_V1_genomic,GCA_000370945.1_Bruc_sp_63_311_V1_genomic,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic,GCA_000691585.1_ASM69158v1_genomic,GCA_000740135.1_ASM74013v1_genomic,GCA_000740155.1_ASM74015v1_genomic,GCA_000740235.1_ASM74023v1_genomic,GCA_000740275.1_ASM74027v1_genomic,GCA_001307475.2_ASM130747v2_genomic,GCA_001715385.1_ASM171538v1_genomic,GCA_001742815.1_ASM174281v1_genomic,GCA_001971625.1_ASM197162v1_genomic,GCA_001971805.1_ASM197180v1_genomic,GCA_009601725.1_ASM960172v1_genomic,GCA_014084005.1_ASM1408400v1_genomic,GCA_014495905.1_ASM1449590v1_genomic,GCA_015832115.1_ASM1583211v1_genomic,GCA_900000005.1_BVF60_genomic,GCA_900092405.1_10RB9215v1_genomic,GCA_900095155.1_BR141012304v1_genomic
GCA_000157875.1_ASM15787v1_genomic,1.0,0.4832560065272936,0.4829970875329973,0.46469904836002485,0.4883942591359325,0.4672449830835579,0.4374655063505969,0.4866527141274891,0.43278566054014295,0.4712061562439281,0.4794072022791226,0.49405385997112156,0.492224947552924,0.4814076258017171,0.485788640925897,0.4897290659284137,0.44756747191835156,0.4847183727418544,0.4814976393279747,0.4823220575103535,0.5242631856579021,0.543722640089882,0.4865528154187442,0.5074028495187833,0.4772120431676887,0.5382855418642977,0.37355760996206017,0.4866221920864675,0.49600635129464893
GCA_000158995.1_ASM15899v1_genomic,0.4832560065272936,1.0,0.8941415390333795,0.883389977895047,0.9345950209027323,0.9088293674990351,0.8400523992265122,0.9269313608917956,0.8374159862092331,0.9166163811189112,0.9335398330406058,0.9346850821995095,0.9312799416605986,0.8968251042693203,0.903001068214167,0.9138238175724028,0.8467435037490707,0.9114134261535598,0.8973227478517248,0.3969610481655919,0.4315637960257426,0.466475442490963,0.3964723684832603,0.41746536169710846,0.3990575176256931,0.43606598284052356,0.3269651047240243,0.4132619415434887,0.4158106607085723
GCA_000163135.1_ASM16313v1_genomic,0.4829970875329973,0.8941415390333795,1.0,0.9155841992867529,0.915787967106063,0.9086146035375868,0.8829765470486679,0.9165664536485428,0.8923888143225163,0.9119101173549,0.9049649973110634,0.9195269647329295,0.9198454503063963,0.8888527685108983,0.888375638845961,0.9219768494680147,0.8836305877460724,0.904738457481397,0.8880217996738955,0.3987974268417666,0.43027423171164925,0.4918776222373745,0.3953549882086246,0.41727980236772527,0.41539564195859435,0.4339360784765477,0.37497030813812043,0.4162425535029199,0.41832917075329545
GCA_000370925.1_Bruc_sp_56_94_V1_genomic,0.46469904836002485,0.883389977895047,0.9155841992867529,1.0,0.9060712807285718,0.943230592753671,0.9625557740540356,0.9516678078008142,0.969693496798708,0.941868716417816,0.9433352443296291,0.9064191763868179,0.9109050192448501,0.8953652795080831,0.8921161349230416,0.9426884195643823,0.9737753696027308,0.9145582176210445,0.8953442171562905,0.39148180392855875,0.42057155168555416,0.5100103979220926,0.3818362152835708,0.40648622726983663,0.4346907836960759,0.4223126697144572,0.4015351006930837,0.40492420501507237,0.4081159242789686
GCA_000370945.1_Bruc_sp_63_311_V1_genomic,0.4883942591359325,0.9345950209027323,0.915787967106063,0.9060712807285718,1.0,0.9177710881362283,0.8809582986764383,0.9484557478798207,0.8641750463322505,0.923066394958272,0.9440566719956232,0.9444914630895972,0.9449524108206095,0.9302664243787161,0.931093348579573,0.9515789354288946,0.8846008169881198,0.940663233597862,0.9308971336096467,0.4046055310047855,0.43752007981053725,0.4897441469345981,0.40263075622403943,0.4247865203596401,0.4185586004557541,0.44147140287133474,0.3558005714580135,0.4251873311770469,0.4222197177648856
GCA_000370965.1_Bruc_sp_F23_97_V1_genomic,0.4672449830835579,0.9088293674990351,0.9086146035375868,0.943230592753671,0.9177710881362283,1.0,0.9182005519820923,0.9597006486746039,0.9449928716365814,0.9967316294773949,0.95440806929648,0.915306001071046,0.9159020385518841,0.8871855622124594,0.8877371821897466,0.91676486031735,0.9080380622088561,0.9039232640995013,0.8870388884312711,0.3872183039820113,0.41837669042108366,0.47894693004672717,0.3856808130627024,0.40499470612024113,0.41616655076548764,0.42322600235997904,0.35854321505519404,0.40159613737878364,0.4047732277749528
GCA_000370985.1_Bruc_sp_F5_06_V1_genomic,0.4374655063505969,0.8400523992265122,0.8829765470486679,0.9625557740540356,0.8809582986764383,0.9182005519820923,1.0,0.9176434046355241,0.9612786211440099,0.9128580511243434,0.9125470187924984,0.8686332361548338,0.8742752903234879,0.8607931625554895,0.8569402630717292,0.9134670372272358,0.9678885840948647,0.8810850989322367,0.8612407192765178,0.37062923663875763,0.39795636966310766,0.4945846944404299,0.36217935806918233,0.38415636955479515,0.4288001011983485,0.39814694660230937,0.3945831716766914,0.38337670280035857,0.38677354631513955
GCA_000371005.1_Bruc_sp_F8_99_V1_genomic,0.4866527141274891,0.9269313608917956,0.9165664536485428,0.9516678078008142,0.9484557478798207,0.9597006486746039,0.9176434046355241,1.0,0.9070113364305533,0.9628062127357173,0.9864300367786294,0.9362928060736545,0.9355382372788174,0.9307942320782092,0.9324818892061935,0.9554144096537609,0.9358769569976462,0.9464275716651709,0.9303229601568832,0.40379803679425735,0.43554223628565286,0.4903733888454864,0.39860792344080676,0.42101139373497554,0.422200041287899,0.4407054995357028,0.36164949787793876,0.42108380203307766,0.42134810781224996
GCA_000371025.1_Bruc_sp_F96_2_V1_genomic,0.43278566054014295,0.8374159862092331,0.8923888143225163,0.969693496798708,0.8641750463322505,0.9449928716365814,0.9612786211440099,0.9070113364305533,1.0,0.9396359511872366,0.9023770427913043,0.8596596635280653,0.865860624321135,0.8408418636059685,0.8353530516037513,0.8967448228298037,0.9563763538910777,0.8606623634915466,0.8413714974948289,0.3659437279573674,0.39290829961217233,0.4887587466529693,0.3576952999029562,0.38046498962972025,0.4243293494530688,0.3940445218711378,0.4015067349919582,0.377162530136052,0.3818607544023935
GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic,0.4712061562439281,0.9166163811189112,0.9119101173549,0.941868716417816,0.923066394958272,0.9967316294773949,0.9128580511243434,0.9628062127357173,0.9396359511872366,1.0,0.9568978074255841,0.9213756888277477,0.9207081081652669,0.8913259277613867,0.8924085270256255,0.9200228219945382,0.9026472126316241,0.9080738511916286,0.8909280208658192,0.3895543679516673,0.42183044102165407,0.4777632386139413,0.3882496907323256,0.4074556043993055,0.41286265622424007,0.4266023033237482,0.3548709718199741,0.4047836618481591,0.4071973561498914
